1.08918, 1.08933, 0.00014999999999987246
1.08919, 1.08933, 0.00013999999999980695
1.08917, 1.08932, 0.0001500000000000945
1.08919, 1.08933, 0.00013999999999980695
1.08917, 1.08932, 0.0001500000000000945
1.08919, 1.08933, 0.00013999999999980695
1.08917, 1.08932, 0.0001500000000000945
1.08919, 1.08933, 0.00013999999999980695
1.08917, 1.08932, 0.0001500000000000945
1.08918, 1.08934, 0.00015999999999993797
1.08917, 1.08932, 0.0001500000000000945
1.08918, 1.08934, 0.00015999999999993797
1.08917, 1.08932, 0.0001500000000000945
1.08918, 1.08934, 0.00015999999999993797
1.08918, 1.08933, 0.00014999999999987246
1.08919, 1.08933, 0.00013999999999980695
1.08918, 1.08933, 0.00014999999999987246
1.08919, 1.08933, 0.00013999999999980695
1.08918, 1.08933, 0.00014999999999987246
1.08919, 1.08933, 0.00013999999999980695
1.08918, 1.08933, 0.00014999999999987246
1.08919, 1.08933, 0.00013999999999980695
1.08917, 1.08932, 0.0001500000000000945
1.08917, 1.08931, 0.000140000000000029
1.08915, 1.08929, 0.000140000000000029
1.08914, 1.08928, 0.000140000000000029
1.08914, 1.08929, 0.0001500000000000945
1.08913, 1.08929, 0.00016000000000016001
1.08914, 1.08929, 0.0001500000000000945
1.08913, 1.08929, 0.00016000000000016001
1.08914, 1.08929, 0.0001500000000000945
1.08915, 1.08929, 0.000140000000000029
1.08914, 1.08929, 0.0001500000000000945
1.08914, 1.08928, 0.000140000000000029
1.08914, 1.08929, 0.0001500000000000945
1.08913, 1.08929, 0.00016000000000016001
1.08912, 1.08927, 0.00014999999999987246
1.08912, 1.08928, 0.00015999999999993797
1.08912, 1.08927, 0.00014999999999987246
1.08914, 1.08928, 0.000140000000000029
1.08912, 1.08927, 0.00014999999999987246
1.08914, 1.08928, 0.000140000000000029
1.08912, 1.08927, 0.00014999999999987246
1.08914, 1.08928, 0.000140000000000029
1.08913, 1.08927, 0.000140000000000029
1.08913, 1.08929, 0.00016000000000016001
1.08912, 1.08927, 0.00014999999999987246
1.08915, 1.08932, 0.00017000000000000348
1.08915, 1.08931, 0.00015999999999993797
1.08917, 1.08932, 0.0001500000000000945
1.08915, 1.08931, 0.00015999999999993797
1.08915, 1.08932, 0.00017000000000000348
